Gene,List_Name,Cluster,List_Name_2,Group
Pyroptosis,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
GRB2 events in ERBB2 signaling,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Complement cascade,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
PECAM1 interactions,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
RHO GTPases Activate NADPH Oxidases,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Nicotinate metabolism,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Repression of WNT target genes,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Signaling by Activin,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
TP53 Regulates Transcription of Caspase Activators and Caspases,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Cross-presentation of soluble exogenous antigens (endosomes),ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Purine salvage,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Signaling by FGFR4 in disease,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
ISG15 antiviral mechanism,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Gastrin-CREB signalling pathway via PKC and MAPK,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Interleukin-21 signaling,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
PI-3K cascade:FGFR3,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
PI-3K cascade:FGFR4,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
CTLA4 inhibitory signaling,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
PI-3K cascade:FGFR2,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
CD28 dependent Vav1 pathway,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
CD209 (DC-SIGN) signaling,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Initial triggering of complement,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Generation of second messenger molecules,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
p75NTR regulates axonogenesis,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
MET receptor recycling,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
MET activates RAP1 and RAC1,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Metabolism of Angiotensinogen to Angiotensins,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
RHO GTPases activate KTN1,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Phosphorylation of CD3 and TCR zeta chains,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Regulation of Complement cascade,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
IRF3-mediated induction of type I IFN,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Trafficking of GluR2-containing AMPA receptors,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
ERBB2 Regulates Cell Motility,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Signal attenuation,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
PD-1 signaling,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Killing mechanisms,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
WNT5:FZD7-mediated leishmania damping,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Translocation of ZAP-70 to Immunological synapse,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Heme degradation,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
P2Y receptors,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
DSCAM interactions,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
GRB2:SOS provides linkage to MAPK signaling for Integrins ,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Activation of RAC1,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Acyl chain remodelling of PI,ASNP_vs_ASNN,CD16,HIV+AS- vs HIV-AS-,CD16 HIV+AS- vs HIV-AS-
Costimulation by the CD28 family,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Role of LAT2/NTAL/LAB on calcium mobilization,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Dectin-2 family,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Nucleotide catabolism,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
RHOF GTPase cycle,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
FCERI mediated MAPK activation,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Nucleotide salvage,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
CD28 co-stimulation,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
CD28 dependent Vav1 pathway,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
GPVI-mediated activation cascade,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Pyrimidine salvage,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
RAC2 GTPase cycle,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
CTLA4 inhibitory signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by SCF-KIT,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by FGFR1 in disease,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Erythropoietin activates Phosphoinositide-3-kinase (PI3K),ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Pyrimidine catabolism,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by KIT in disease,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Depolymerisation of the Nuclear Lamina,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by cytosolic FGFR1 fusion mutants,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Regulation of KIT signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Interleukin-2 family signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
FCERI mediated Ca+2 mobilization,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by Erythropoietin,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
WNT5A-dependent internalization of FZD4,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Platelet Adhesion to exposed collagen,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Growth hormone receptor signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Interleukin receptor SHC signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Erythropoietin activates RAS,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
FGFR1 mutant receptor activation,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
RHOC GTPase cycle,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Trafficking of GluR2-containing AMPA receptors,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by FGFR in disease,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
FCGR activation,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by FLT3 fusion proteins,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
PECAM1 interactions,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by PDGFR in disease,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by PDGFRA extracellular domain mutants,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Interleukin-15 signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Phosphorylation of CD3 and TCR zeta chains,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Transcriptional regulation of granulopoiesis,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
SHC-mediated cascade:FGFR1,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
SHC-mediated cascade:FGFR4,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Gastrin-CREB signalling pathway via PKC and MAPK,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
FRS-mediated FGFR3 signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
FRS-mediated FGFR4 signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
SHC-mediated cascade:FGFR2,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
FRS-mediated FGFR1 signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
MET activates RAS signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
SHC1 events in ERBB4 signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
SHC1 events in EGFR signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
SHC-mediated cascade:FGFR3,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
GRB2 events in EGFR signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Activated NTRK2 signals through FRS2 and FRS3,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
FRS-mediated FGFR2 signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Generation of second messenger molecules,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by FGFR4 in disease,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
CD209 (DC-SIGN) signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by FLT3 ITD and TKD mutants,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
GRB2 events in ERBB2 signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Downstream signaling of activated FGFR3,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by FGFR3 in disease,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Downstream signaling of activated FGFR4,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Heme signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Repression of WNT target genes,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
PD-1 signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
STAT5 activation downstream of FLT3 ITD mutants,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
PI3K events in ERBB2 signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
PI-3K cascade:FGFR4,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
PI-3K cascade:FGFR2,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
PI-3K cascade:FGFR3,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
RHO GTPases Activate NADPH Oxidases,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Tie2 Signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
PI-3K cascade:FGFR1,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Creation of C4 and C2 activators,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Platelet sensitization by LDL,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Translocation of ZAP-70 to Immunological synapse,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Caspase activation via Dependence Receptors in the absence of ligand,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Triglyceride catabolism,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by NTRK3 (TRKC),ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Nicotinamide salvaging,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
MET receptor recycling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
CD28 dependent PI3K/Akt signaling,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Metabolism of Angiotensinogen to Angiotensins,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Acetylcholine regulates insulin secretion,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Interaction With Cumulus Cells And The Zona Pellucida,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signaling by ERBB2 ECD mutants,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Signal attenuation,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Constitutive Signaling by Overexpressed ERBB2,ASPN_vs_ASNN,CD16,HIV-AS+ vs HIV-AS-,CD16 HIV-AS+ vs HIV-AS-
Nucleotide salvage,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Pyrimidine salvage,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Interferon alpha/beta signaling,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Nef mediated downregulation of MHC class I complex cell surface expression,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Formation of annular gap junctions,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Gap junction degradation,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Cell-extracellular matrix interactions,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Pyrimidine catabolism,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Erythropoietin activates Phosphoinositide-3-kinase (PI3K),ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Regulation of KIT signaling,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Endosomal/Vacuolar pathway,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Plasma lipoprotein assembly,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Erythropoietin activates RAS,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Purine salvage,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
Creatine metabolism,ASPP_vs_ASNN,CD16,HIV+AS+ vs HIV-AS-,CD16 HIV+AS+ vs HIV-AS-
SARS-CoV-2 modulates host translation machinery,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Major pathway of rRNA processing in the nucleolus and cytosol,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Influenza Viral RNA Transcription and Replication,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
rRNA processing in the nucleus and cytosol,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
rRNA processing,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Nonsense-Mediated Decay (NMD),ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Translation initiation complex formation,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
"Formation of the ternary complex, and subsequently, the 43S complex",ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Viral mRNA Translation,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Eukaryotic Translation Termination,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Selenocysteine synthesis,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Selenoamino acid metabolism,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
SRP-dependent cotranslational protein targeting to membrane,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Ribosomal scanning and start codon recognition,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Response of EIF2AK4 (GCN2) to amino acid deficiency,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Eukaryotic Translation Elongation,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Peptide chain elongation,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Cap-dependent Translation Initiation,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Eukaryotic Translation Initiation,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Translation,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
L13a-mediated translational silencing of Ceruloplasmin expression,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Formation of a pool of free 40S subunits,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
GTP hydrolysis and joining of the 60S ribosomal subunit,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Influenza Infection,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Cellular response to starvation,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Metabolism of RNA,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
RAS processing,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Pregnenolone biosynthesis,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
Signaling by ROBO receptors,ASPP_vs_ASNP,CD16,HIV+AS+ vs HIV+AS-,CD16 HIV+AS+ vs HIV+AS-
